file_path,label,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,zcr_mean,zcr_std,rms_mean,rms_std,centroid_mean,centroid_std,bandwidth_mean,bandwidth_std
data_voz/interm/proporcion04.wav,proporcion,-235.8724822998047,88.0050277709961,20.05575942993164,44.91786575317383,-47.85004806518555,37.027984619140625,2.731214761734009,28.54831314086914,-20.01993751525879,17.118253707885742,-21.96816062927246,12.396312713623047,-40.23366928100586,12.296987533569336,-8.600502967834473,12.332119941711426,-15.801122665405273,19.261241912841797,-8.574459075927734,12.367149353027344,-20.006404876708984,8.635589599609375,-4.576235294342041,8.982641220092773,-11.145292282104492,6.787676811218262,0.2853515625,0.13649818285057422,0.04175255447626114,0.020420771092176437,2856.8165201602465,1118.9893631064792,1668.1881388207207,314.1921324010527
data_voz/interm/proporcion53.wav,proporcion,-222.178955078125,91.19373321533203,41.293365478515625,56.76767349243164,-7.232326030731201,22.044816970825195,14.764104843139648,11.550293922424316,-11.425570487976074,14.714492797851562,-12.313131332397461,11.182016372680664,-28.49756622314453,9.57734489440918,-2.780911445617676,9.010865211486816,-12.761606216430664,9.23723030090332,-3.6613404750823975,7.754955291748047,2.3633408546447754,6.00174617767334,-8.712584495544434,5.282019138336182,-10.738302230834961,6.550434112548828,0.23097922585227273,0.11040786716230298,0.034302473068237305,0.02186046913266182,2745.240421811503,996.4321883134622,1928.3914084897908,258.52816771586885
data_voz/interm/salir54.wav,salir,-196.01806640625,87.3908920288086,-8.458868980407715,43.69974136352539,1.2926262617111206,18.345726013183594,35.408447265625,33.600093841552734,-7.093433380126953,11.722858428955078,-17.579509735107422,17.35713005065918,-37.24382781982422,12.706860542297363,11.45220947265625,7.055324077606201,-8.059125900268555,8.437121391296387,-9.21347427368164,15.481082916259766,-4.807120323181152,5.2766594886779785,-9.3861722946167,8.77725887298584,-16.032699584960938,9.455227851867676,0.3245059742647059,0.10314428503736932,0.05503058433532715,0.031150471419095993,3472.1361002844324,928.9195475551196,1824.553048316742,277.7283580232134
data_voz/interm/salir43.wav,salir,-205.5021209716797,86.24295806884766,-29.560745239257812,18.29104232788086,-25.366191864013672,6.189349174499512,22.43461799621582,28.814159393310547,0.3784005343914032,10.730110168457031,-11.231242179870605,10.57334041595459,-27.97056007385254,22.90633201599121,1.36695396900177,4.574706077575684,-15.748418807983398,5.044631481170654,-0.038952965289354324,16.934038162231445,-8.706326484680176,6.0573410987854,1.7878824472427368,9.34060287475586,-19.342519760131836,9.914179801940918,0.377685546875,0.11518319311828594,0.034987010061740875,0.01458168588578701,3702.3908998754405,588.8824152646687,1909.64288054537,154.2374621163452
data_voz/interm/contar40.wav,contar,-164.27957153320312,77.68460083007812,26.216955184936523,21.552602767944336,-25.411096572875977,20.080854415893555,-13.933035850524902,19.28849220275879,-11.804136276245117,9.950750350952148,-13.23818302154541,8.488991737365723,-37.25497055053711,19.80402183532715,6.1986236572265625,10.273043632507324,-17.409404754638672,14.008298873901367,3.0079777240753174,8.383618354797363,4.7311835289001465,4.891910076141357,-6.942660808563232,17.44442367553711,-21.604536056518555,9.21606731414795,0.24622395833333333,0.052289265733290326,0.046934667974710464,0.025394750759005547,2974.4835296909723,501.69465882338255,2071.0600042458436,155.04971601087354
data_voz/interm/salir40.wav,salir,-223.8064422607422,90.52853393554688,-17.80695915222168,28.648658752441406,-10.811907768249512,25.26761245727539,14.151888847351074,30.794099807739258,-6.914431095123291,5.700763702392578,-8.783260345458984,12.091476440429688,-22.78655433654785,20.176197052001953,6.602156162261963,5.729463577270508,-9.842029571533203,6.486142635345459,-0.5662031173706055,12.685135841369629,-9.436657905578613,8.372681617736816,5.994482040405273,6.9704365730285645,-16.318151473999023,11.87870979309082,0.4054972330729167,0.12762515712846265,0.03765123710036278,0.029299898073077202,3800.13976799744,796.9374960675881,1918.7102789708636,246.91597914487394
data_voz/interm/contar20.wav,contar,-237.20733642578125,78.87591552734375,54.21419143676758,22.93627166748047,-44.40779113769531,24.965805053710938,-11.902260780334473,20.8551082611084,-33.18946838378906,14.910966873168945,-1.6968250274658203,13.858224868774414,-6.378152847290039,4.5977253913879395,-43.8357048034668,14.053857803344727,-17.04123878479004,9.504631996154785,25.713470458984375,14.222207069396973,-18.745262145996094,7.501165390014648,0.9243912696838379,6.607616901397705,-22.350984573364258,4.307738304138184,0.19173177083333334,0.03758567630205987,0.03395315632224083,0.026089387014508247,2402.6921905108165,521.6960525360709,1791.618022239185,251.3299713495283
data_voz/interm/proporcion51.wav,proporcion,-226.0919952392578,93.39018249511719,41.458553314208984,55.231693267822266,-9.895981788635254,24.631000518798828,13.832318305969238,12.164182662963867,-11.426899909973145,15.031676292419434,-10.857723236083984,10.344252586364746,-26.011428833007812,8.922769546508789,-4.816717624664307,5.716054916381836,-12.405322074890137,8.29387092590332,-6.026055335998535,7.496806621551514,3.278696060180664,4.098483562469482,-5.8997883796691895,7.445363998413086,-11.82589340209961,8.892996788024902,0.24664572010869565,0.12822803746145672,0.031161237508058548,0.0175505131483078,2767.155276539187,1041.7311572953513,1921.2936840654743,240.89230878906915
data_voz/interm/contar30.wav,contar,-241.7810821533203,75.16802215576172,9.284937858581543,19.532943725585938,-16.445215225219727,18.51399040222168,-7.9153900146484375,17.435810089111328,-14.75938892364502,8.601603507995605,-8.310334205627441,12.789023399353027,-16.969829559326172,6.9000139236450195,-6.5157389640808105,6.629914283752441,-11.95659351348877,7.963479518890381,-2.0269110202789307,5.881521701812744,-8.380544662475586,9.02145004272461,-3.579841136932373,8.387763977050781,-11.717702865600586,6.181628704071045,0.3444010416666667,0.11579886072155106,0.02207063138484955,0.020146971568465233,3393.642842138748,561.3993013911322,2173.954145848305,89.60080386030687
data_voz/interm/contar02.wav,contar,-221.5687255859375,106.37338256835938,25.478473663330078,16.730562210083008,-72.27339172363281,25.000429153442383,-12.209277153015137,21.667810440063477,-29.23960304260254,16.772493362426758,-7.623903751373291,11.09599781036377,-51.52189636230469,15.539973258972168,-5.906985282897949,9.827567100524902,-6.878656387329102,15.961750030517578,-8.089381217956543,7.802395343780518,-13.733250617980957,14.582462310791016,-21.979511260986328,16.096567153930664,-2.78259539604187,8.8514986038208,0.208038330078125,0.042149614612875315,0.07186293601989746,0.046224892139434814,2435.848081490196,197.74215636553984,1659.2080514910162,265.3862849373536
